method_id,scale_code,scale_title,direct_items,reverse_items,keyed_items,response_format,reverse_min,reverse_max,normalize_multiplier,score_expression,scoring_status,source_note
rosenberg_self_esteem_scale_ru,total,Глобальная самооценка,"1 3 4 7 10","2 5 6 8 9",,likert_1_4,1,4,1,"sum direct plus reversed items",complete,"Key directions checked by audit; repository uses 1-4 coding. For 0-3 convention use total_0_3 = total_1_4 - 10"
